,timeDerrotado
683,"[86, 112, 60, 13, 44]"
684,"[17, 9, 11, 98, 12]"
685,"[85, 1, 86, 30, 25]"
686,"[28, 17, 7, 104, 87]"
687,"[6, 82, 39, 26, 7]"
688,"[11, 36, 100, 86, 50]"
689,"[8, 107, 40, 112, 76]"
690,"[25, 27, 19, 95, 71]"
691,"[21, 101, 106, 100, 71]"
692,"[76, 1, 11, 93, 92]"
693,"[47, 19, 46, 101, 112]"
694,"[72, 41, 84, 30, 34]"
695,"[104, 9, 15, 68, 69]"
696,"[106, 5, 12, 100, 31]"
697,"[29, 9, 74, 44, 92]"
698,"[21, 81, 84, 5, 51]"
699,"[106, 55, 23, 26, 92]"
700,"[46, 2, 68, 8, 100]"
701,"[29, 11, 72, 98, 84]"
702,"[93, 11, 26, 104, 62]"
703,"[46, 87, 73, 36, 35]"
704,"[74, 10, 26, 8, 2]"
705,"[14, 100, 7, 39, 73]"
706,"[68, 73, 51, 75, 42]"
707,"[73, 1, 22, 39, 7]"
708,"[53, 42, 82, 74, 71]"
709,"[67, 21, 87, 62, 29]"
710,"[107, 11, 50, 21, 93]"
711,"[47, 50, 70, 46, 28]"
712,"[12, 57, 26, 100, 21]"
713,"[11, 25, 95, 100, 85]"
714,"[112, 74, 56, 75, 21]"
715,"[63, 93, 97, 107, 39]"
716,"[11, 67, 22, 28, 50]"
717,"[57, 21, 59, 2, 30]"
718,"[72, 36, 94, 85, 26]"
719,"[68, 100, 52, 21, 1]"
720,"[1, 11, 2, 75, 106]"
721,"[34, 76, 16, 59, 85]"
722,"[11, 5, 75, 12, 112]"
723,"[52, 25, 39, 31, 28]"
724,"[104, 106, 86, 93, 64]"
725,"[22, 100, 46, 16, 28]"
726,"[11, 4, 68, 12, 40]"
727,"[7, 31, 11, 21, 10]"
728,"[106, 62, 112, 73, 40]"
729,"[15, 21, 44, 102, 7]"
730,"[1, 21, 87, 85, 71]"
731,"[73, 35, 60, 21, 54]"
732,"[74, 26, 2, 19, 5]"
733,"[16, 6, 39, 95, 50]"
734,"[41, 68, 88, 74, 46]"
735,"[11, 104, 9, 84, 18]"
736,"[25, 26, 73, 75, 63]"
737,"[5, 72, 89, 69, 97]"
738,"[29, 5, 94, 44, 99]"
739,"[59, 18, 68, 2, 75]"
740,"[25, 67, 105, 28, 100]"
741,"[112, 87, 7, 1, 74]"
742,"[5, 22, 10, 28, 11]"
743,"[106, 105, 90, 25, 27]"
744,"[1, 30, 85, 34, 2]"
745,"[112, 71, 23, 4, 1]"
746,"[85, 62, 72, 59, 100]"
747,"[5, 18, 93, 100, 46]"
748,"[11, 28, 51, 5, 87]"
749,"[59, 21, 56, 27, 86]"
750,"[28, 26, 68, 25, 72]"
751,"[5, 15, 28, 87, 18]"
752,"[32, 23, 93, 25, 38]"
753,"[11, 93, 69, 21, 81]"
754,"[47, 11, 72, 7, 62]"
755,"[42, 73, 27, 71, 98]"
756,"[7, 85, 21, 50, 8]"
757,"[15, 82, 59, 4, 14]"
758,"[28, 46, 19, 20, 100]"
759,"[112, 14, 106, 69, 34]"
760,"[23, 51, 112, 93, 9]"
761,"[112, 93, 62, 106, 46]"
762,"[103, 21, 9, 106, 68]"
763,"[92, 51, 25, 12, 17]"
764,"[2, 106, 71, 21, 10]"
765,"[21, 53, 30, 63, 93]"
766,"[66, 21, 106, 9, 74]"
767,"[1, 39, 55, 2, 5]"
768,"[25, 7, 104, 48, 27]"
769,"[86, 100, 73, 22, 50]"
770,"[19, 47, 2, 104, 93]"
771,"[18, 74, 112, 21, 2]"
772,"[28, 32, 104, 20, 34]"
773,"[112, 74, 93, 11, 18]"
774,"[13, 14, 4, 74, 30]"
775,"[74, 85, 21, 109, 40]"
776,"[16, 44, 47, 14, 78]"
777,"[54, 26, 25, 8, 74]"
778,"[11, 33, 88, 8, 86]"
779,"[47, 21, 51, 55, 54]"
780,"[7, 42, 6, 60, 25]"
781,"[11, 100, 88, 8, 68]"
782,"[74, 55, 25, 1, 64]"
783,"[21, 100, 10, 91, 3]"
784,"[5, 74, 33, 73, 106]"
785,"[51, 26, 11, 89, 87]"
786,"[50, 94, 4, 19, 23]"
787,"[70, 73, 2, 68, 14]"
788,"[47, 31, 111, 74, 70]"
789,"[112, 21, 58, 69, 1]"
790,"[66, 2, 93, 57, 74]"
791,"[53, 21, 28, 11, 6]"
792,"[8, 112, 46, 100, 57]"
793,"[62, 39, 106, 112, 28]"
794,"[104, 112, 106, 83, 39]"
795,"[32, 55, 88, 28, 15]"
796,"[107, 94, 100, 39, 101]"
797,"[59, 50, 7, 46, 67]"
798,"[81, 91, 7, 104, 74]"
799,"[68, 106, 29, 1, 25]"
800,"[3, 73, 21, 14, 17]"
801,"[86, 75, 104, 14, 62]"
802,"[14, 44, 1, 95, 5]"
803,"[30, 28, 74, 21, 69]"
804,"[21, 84, 72, 50, 42]"
805,"[42, 104, 74, 39, 14]"
806,"[9, 50, 21, 67, 19]"
807,"[112, 85, 60, 11, 54]"
808,"[8, 32, 62, 34, 44]"
809,"[75, 33, 104, 28, 106]"
810,"[112, 40, 106, 101, 8]"
811,"[46, 8, 75, 86, 87]"
812,"[35, 39, 44, 2, 7]"
813,"[11, 112, 106, 90, 81]"
814,"[39, 68, 71, 72, 5]"
815,"[8, 87, 86, 11, 28]"
816,"[30, 85, 39, 42, 65]"
817,"[112, 74, 31, 41, 21]"
818,"[19, 42, 32, 112, 68]"
819,"[53, 14, 68, 70, 22]"
820,"[28, 26, 44, 57, 46]"
821,"[8, 55, 87, 28, 46]"
822,"[74, 84, 8, 62, 18]"
823,"[74, 99, 71, 46, 18]"
824,"[50, 74, 59, 12, 43]"
825,"[98, 25, 106, 100, 7]"
826,"[39, 48, 27, 93, 7]"
827,"[58, 25, 28, 7, 106]"
828,"[39, 1, 50, 5, 97]"
829,"[39, 67, 14, 106, 30]"
830,"[68, 70, 51, 100, 74]"
831,"[104, 32, 47, 92, 30]"
832,"[2, 60, 28, 86, 106]"
833,"[63, 5, 68, 104, 94]"
834,"[12, 112, 69, 9, 52]"
835,"[87, 61, 75, 93, 53]"
836,"[106, 69, 30, 21, 62]"
837,"[2, 8, 99, 75, 57]"
838,"[6, 112, 75, 47, 106]"
839,"[5, 35, 104, 41, 2]"
840,"[54, 74, 25, 14, 42]"
841,"[71, 70, 101, 25, 6]"
842,"[46, 85, 63, 62, 73]"
843,"[45, 84, 70, 51, 11]"
844,"[77, 55, 74, 5, 54]"
845,"[1, 28, 95, 30, 97]"
846,"[107, 2, 11, 21, 10]"
847,"[53, 49, 3, 11, 110]"
848,"[26, 7, 59, 50, 39]"
849,"[2, 63, 56, 37, 11]"
850,"[11, 41, 75, 91, 28]"
851,"[93, 40, 28, 32, 106]"
852,"[64, 48, 106, 9, 98]"
853,"[73, 100, 7, 85, 39]"
854,"[12, 21, 9, 2, 30]"
855,"[39, 2, 100, 86, 12]"
856,"[2, 104, 107, 91, 30]"
857,"[86, 93, 62, 11, 28]"
858,"[74, 67, 111, 19, 7]"
859,"[72, 50, 104, 60, 74]"
860,"[36, 50, 69, 44, 17]"
861,"[25, 7, 104, 14, 74]"
862,"[104, 21, 63, 1, 7]"
863,"[31, 66, 22, 104, 93]"
864,"[109, 17, 87, 41, 14]"
865,"[21, 5, 18, 2, 103]"
866,"[68, 21, 1, 7, 39]"
867,"[69, 106, 73, 19, 112]"
868,"[21, 31, 88, 8, 74]"
869,"[91, 105, 39, 97, 19]"
870,"[104, 50, 35, 21, 59]"
871,"[8, 2, 86, 36, 11]"
872,"[26, 84, 1, 97, 11]"
873,"[20, 21, 73, 85, 93]"
874,"[12, 85, 75, 2, 21]"
875,"[62, 22, 5, 12, 39]"
876,"[73, 11, 101, 28, 104]"
877,"[73, 2, 72, 85, 21]"
878,"[112, 67, 55, 16, 73]"
879,"[44, 21, 112, 86, 100]"
880,"[99, 14, 21, 74, 9]"
881,"[63, 5, 46, 67, 37]"
882,"[30, 85, 110, 67, 74]"
883,"[93, 21, 61, 14, 42]"
884,"[100, 21, 25, 5, 67]"
885,"[7, 93, 8, 62, 31]"
886,"[26, 106, 60, 49, 73]"
887,"[35, 64, 91, 48, 19]"
888,"[21, 82, 50, 73, 51]"
889,"[62, 39, 35, 21, 84]"
890,"[1, 97, 53, 29, 36]"
891,"[11, 104, 75, 53, 21]"
892,"[10, 7, 22, 102, 98]"
893,"[46, 69, 6, 107, 53]"
894,"[7, 112, 4, 31, 11]"
895,"[65, 100, 106, 73, 85]"
896,"[19, 28, 20, 34, 7]"
897,"[72, 28, 14, 31, 104]"
898,"[23, 74, 8, 41, 5]"
899,"[39, 16, 42, 50, 110]"
900,"[49, 26, 2, 57, 43]"
901,"[19, 40, 39, 53, 4]"
902,"[9, 104, 3, 75, 47]"
903,"[75, 100, 11, 71, 89]"
904,"[25, 11, 21, 82, 112]"
905,"[68, 72, 93, 14, 16]"
906,"[67, 7, 21, 31, 2]"
907,"[48, 40, 28, 13, 27]"
908,"[14, 98, 74, 67, 112]"
909,"[32, 36, 28, 1, 11]"
910,"[28, 84, 6, 59, 68]"
911,"[86, 14, 59, 47, 93]"
912,"[82, 67, 75, 71, 7]"
913,"[31, 28, 11, 12, 68]"
914,"[44, 28, 110, 93, 106]"
915,"[41, 59, 75, 17, 21]"
916,"[21, 2, 55, 46, 35]"
917,"[40, 51, 43, 72, 106]"
918,"[25, 7, 47, 12, 5]"
919,"[2, 1, 39, 62, 107]"
920,"[21, 112, 44, 58, 73]"
921,"[73, 106, 72, 92, 104]"
922,"[39, 93, 105, 51, 22]"
923,"[9, 1, 26, 100, 21]"
924,"[72, 56, 36, 102, 42]"
925,"[23, 8, 80, 79, 20]"
926,"[21, 39, 83, 42, 26]"
927,"[100, 28, 21, 7, 11]"
928,"[35, 67, 44, 37, 33]"
929,"[104, 110, 5, 11, 19]"
930,"[97, 7, 44, 55, 73]"
931,"[104, 34, 25, 15, 68]"
932,"[7, 110, 11, 93, 50]"
933,"[51, 12, 5, 62, 25]"
934,"[21, 106, 30, 100, 104]"
935,"[50, 100, 44, 11, 21]"
936,"[57, 7, 48, 99, 14]"
937,"[2, 73, 14, 90, 72]"
938,"[42, 98, 7, 9, 13]"
939,"[2, 22, 56, 11, 100]"
940,"[7, 72, 28, 11, 68]"
941,"[73, 30, 21, 47, 67]"
942,"[62, 83, 23, 36, 104]"
943,"[11, 69, 85, 8, 86]"
944,"[25, 84, 100, 28, 73]"
945,"[14, 84, 11, 35, 68]"
946,"[29, 112, 104, 73, 9]"
947,"[13, 2, 72, 7, 39]"
948,"[51, 68, 82, 94, 112]"
949,"[21, 73, 5, 63, 79]"
950,"[12, 97, 2, 39, 5]"
951,"[21, 100, 71, 87, 1]"
952,"[29, 63, 9, 36, 106]"
953,"[44, 3, 28, 11, 86]"
954,"[9, 30, 35, 64, 106]"
955,"[47, 14, 59, 11, 3]"
956,"[32, 11, 30, 2, 1]"
957,"[39, 68, 22, 72, 33]"
958,"[11, 69, 48, 86, 74]"
959,"[106, 21, 73, 51, 92]"
960,"[16, 36, 8, 39, 31]"
961,"[8, 7, 53, 34, 39]"
962,"[7, 35, 61, 42, 19]"
963,"[93, 60, 69, 112, 14]"
964,"[27, 46, 112, 9, 72]"
965,"[68, 72, 7, 73, 110]"
966,"[54, 27, 7, 21, 42]"
967,"[72, 5, 74, 75, 104]"
968,"[39, 71, 12, 62, 100]"
969,"[62, 81, 49, 69, 107]"
970,"[73, 14, 20, 19, 36]"
971,"[41, 20, 34, 102, 2]"
972,"[74, 11, 2, 14, 72]"
973,"[86, 1, 29, 26, 21]"
974,"[47, 21, 2, 44, 50]"
975,"[100, 73, 110, 106, 68]"
976,"[25, 100, 5, 39, 73]"
977,"[8, 28, 102, 46, 7]"
978,"[64, 105, 2, 11, 93]"
979,"[26, 111, 1, 73, 17]"
980,"[5, 73, 21, 46, 75]"
981,"[28, 26, 93, 11, 6]"
982,"[109, 30, 55, 69, 74]"
983,"[94, 2, 44, 53, 26]"
984,"[72, 26, 11, 3, 44]"
985,"[10, 11, 9, 48, 12]"
986,"[91, 46, 69, 41, 9]"
987,"[2, 70, 15, 88, 27]"
988,"[62, 73, 107, 13, 6]"
989,"[63, 5, 6, 71, 21]"
990,"[63, 14, 19, 16, 50]"
991,"[42, 21, 75, 25, 104]"
992,"[100, 8, 31, 25, 106]"
993,"[21, 5, 20, 1, 4]"
994,"[32, 93, 96, 76, 50]"
995,"[14, 20, 69, 46, 21]"
996,"[45, 18, 11, 98, 25]"
997,"[74, 8, 86, 29, 93]"
998,"[67, 106, 5, 7, 94]"
999,"[50, 87, 106, 21, 100]"
1000,"[73, 84, 53, 44, 21]"
1001,"[73, 95, 37, 54, 19]"
1002,"[32, 102, 68, 74, 2]"
1003,"[21, 112, 39, 67, 5]"
1004,"[45, 99, 1, 106, 21]"
1005,"[19, 112, 90, 11, 71]"
1006,"[21, 9, 20, 28, 11]"
1007,"[9, 47, 30, 97, 2]"
1008,"[100, 85, 8, 36, 11]"
1009,"[7, 21, 75, 11, 106]"
1010,"[28, 21, 100, 44, 37]"
1011,"[42, 65, 34, 57, 26]"
1012,"[73, 104, 11, 68, 27]"
1013,"[8, 17, 100, 106, 5]"
1014,"[6, 100, 68, 39, 36]"
1015,"[21, 88, 27, 70, 56]"
1016,"[20, 100, 11, 6, 75]"
1017,"[1, 34, 5, 100, 8]"
1018,"[54, 106, 7, 39, 62]"
1019,"[9, 100, 21, 1, 26]"
1020,"[14, 93, 87, 21, 71]"
1021,"[32, 45, 104, 46, 22]"
1022,"[34, 73, 61, 28, 5]"
1023,"[60, 14, 26, 1, 52]"
1024,"[106, 99, 16, 11, 68]"
1025,"[107, 18, 5, 46, 75]"
1026,"[75, 7, 44, 14, 81]"
1027,"[11, 71, 69, 84, 86]"
1028,"[1, 21, 27, 2, 25]"
1029,"[13, 56, 14, 15, 60]"
1030,"[51, 38, 35, 30, 2]"
1031,"[100, 28, 33, 1, 13]"
1032,"[5, 27, 11, 99, 94]"
1033,"[62, 68, 76, 104, 60]"
1034,"[44, 22, 36, 52, 109]"
1035,"[7, 2, 66, 70, 39]"
1036,"[106, 2, 71, 72, 31]"
1037,"[19, 68, 8, 69, 40]"
1038,"[68, 22, 104, 63, 8]"
1039,"[12, 11, 51, 100, 68]"
1040,"[104, 90, 52, 18, 11]"
1041,"[57, 62, 59, 69, 74]"
1042,"[59, 105, 5, 6, 71]"
1043,"[11, 44, 83, 93, 68]"
1044,"[84, 17, 21, 39, 62]"
1045,"[30, 82, 86, 41, 102]"
1046,"[25, 88, 35, 1, 59]"
1047,"[50, 11, 100, 48, 59]"
1048,"[106, 85, 92, 2, 35]"
1049,"[101, 1, 11, 97, 50]"
1050,"[109, 30, 99, 93, 42]"
1051,"[93, 55, 75, 39, 14]"
1052,"[9, 3, 19, 72, 17]"
1053,"[59, 11, 62, 28, 102]"
1054,"[73, 28, 93, 68, 26]"
1055,"[46, 64, 6, 37, 38]"
1056,"[70, 26, 44, 96, 7]"
1057,"[11, 42, 57, 21, 95]"
1058,"[42, 26, 99, 39, 50]"
1059,"[19, 43, 67, 5, 45]"
1060,"[28, 14, 86, 17, 21]"
1061,"[39, 94, 74, 102, 36]"
1062,"[112, 1, 71, 11, 28]"
1063,"[2, 22, 50, 106, 68]"
1064,"[93, 51, 74, 101, 26]"
1065,"[50, 11, 28, 90, 99]"
1066,"[8, 68, 46, 97, 30]"
1067,"[25, 72, 71, 69, 87]"
1068,"[42, 48, 6, 21, 41]"
1069,"[6, 19, 107, 71, 97]"
1070,"[25, 56, 9, 86, 8]"
1071,"[19, 85, 25, 45, 39]"
1072,"[39, 29, 9, 69, 104]"
1073,"[71, 46, 53, 7, 1]"
1074,"[112, 100, 67, 14, 21]"
1075,"[11, 41, 93, 95, 36]"
1076,"[91, 11, 44, 21, 96]"
1077,"[68, 43, 15, 70, 71]"
1078,"[67, 50, 85, 11, 33]"
1079,"[11, 102, 23, 48, 53]"
1080,"[73, 104, 40, 6, 36]"
1081,"[69, 57, 48, 59, 12]"
1082,"[28, 42, 93, 70, 30]"
1083,"[51, 11, 1, 14, 84]"
1084,"[21, 39, 98, 30, 14]"
1085,"[39, 68, 31, 28, 1]"
1086,"[74, 20, 99, 11, 26]"
1087,"[36, 21, 79, 54, 81]"
1088,"[74, 12, 2, 62, 11]"
1089,"[38, 109, 11, 71, 112]"
1090,"[70, 21, 9, 19, 91]"
1091,"[39, 7, 36, 5, 72]"
1092,"[53, 99, 68, 74, 1]"
1093,"[11, 98, 1, 62, 26]"
1094,"[74, 14, 22, 1, 52]"
1095,"[62, 17, 14, 106, 45]"
1096,"[60, 84, 34, 93, 25]"
1097,"[59, 21, 88, 112, 102]"
1098,"[43, 23, 93, 59, 91]"
1099,"[48, 87, 7, 59, 73]"
1100,"[4, 37, 41, 11, 16]"
1101,"[74, 31, 34, 112, 44]"
1102,"[61, 100, 46, 8, 7]"
1103,"[96, 39, 50, 100, 41]"
1104,"[46, 68, 41, 98, 25]"
1105,"[102, 106, 7, 47, 2]"
1106,"[100, 50, 44, 22, 99]"
1107,"[45, 81, 12, 74, 98]"
1108,"[39, 94, 53, 88, 23]"
1109,"[88, 14, 38, 36, 44]"
1110,"[5, 74, 12, 7, 88]"
1111,"[7, 39, 68, 19, 9]"
1112,"[112, 8, 110, 62, 11]"
1113,"[44, 8, 103, 6, 21]"
1114,"[42, 19, 35, 31, 12]"
1115,"[8, 25, 88, 30, 72]"
1116,"[29, 4, 3, 12, 56]"
1117,"[36, 67, 25, 85, 93]"
1118,"[100, 17, 86, 8, 105]"
1119,"[78, 71, 11, 27, 21]"
1120,"[25, 112, 60, 42, 55]"
1121,"[89, 62, 92, 56, 36]"
1122,"[105, 104, 69, 100, 39]"
1123,"[25, 21, 112, 11, 59]"
1124,"[7, 74, 109, 76, 64]"
1125,"[110, 42, 73, 20, 85]"
1126,"[93, 112, 55, 68, 21]"
1127,"[106, 50, 100, 14, 54]"
1128,"[106, 36, 31, 18, 44]"
1129,"[96, 12, 11, 26, 2]"
1130,"[101, 39, 36, 92, 42]"
1131,"[50, 39, 67, 17, 7]"
1132,"[99, 44, 78, 7, 68]"
1133,"[111, 106, 69, 55, 13]"
1134,"[73, 57, 17, 3, 69]"
1135,"[97, 2, 36, 27, 12]"
1136,"[72, 55, 23, 91, 62]"
1137,"[32, 47, 21, 4, 87]"
1138,"[32, 94, 11, 100, 86]"
1139,"[90, 31, 69, 21, 8]"
1140,"[49, 93, 50, 81, 84]"
1141,"[2, 68, 35, 47, 100]"
1142,"[50, 94, 28, 11, 68]"
1143,"[109, 85, 86, 19, 21]"
1144,"[69, 99, 39, 50, 107]"
1145,"[60, 9, 75, 17, 16]"
1146,"[85, 17, 27, 109, 7]"
1147,"[9, 59, 93, 2, 55]"
1148,"[43, 14, 96, 2, 18]"
1149,"[75, 31, 11, 86, 69]"
1150,"[75, 53, 106, 8, 110]"
1151,"[102, 93, 39, 57, 2]"
1152,"[1, 75, 7, 59, 43]"
1153,"[99, 87, 34, 73, 5]"
1154,"[7, 62, 11, 6, 39]"
1155,"[2, 46, 91, 41, 21]"
1156,"[59, 100, 39, 50, 53]"
1157,"[25, 69, 8, 9, 1]"
1158,"[39, 100, 79, 67, 42]"
1159,"[28, 112, 21, 66, 59]"
1160,"[73, 100, 40, 8, 74]"
1161,"[2, 27, 44, 15, 98]"
1162,"[7, 43, 85, 4, 81]"
1163,"[11, 42, 62, 20, 39]"
1164,"[14, 28, 30, 9, 19]"
1165,"[79, 21, 1, 36, 23]"
1166,"[105, 101, 6, 39, 63]"
1167,"[31, 27, 39, 21, 12]"
1168,"[36, 28, 82, 39, 100]"
1169,"[21, 99, 14, 70, 50]"
1170,"[100, 74, 1, 99, 50]"
1171,"[47, 36, 11, 1, 9]"
1172,"[2, 112, 54, 72, 17]"
1173,"[90, 1, 9, 44, 100]"
1174,"[5, 14, 51, 67, 22]"
1175,"[112, 74, 21, 8, 88]"
1176,"[59, 14, 21, 57, 79]"
1177,"[65, 8, 42, 71, 39]"
1178,"[8, 5, 97, 68, 2]"
1179,"[19, 88, 86, 32, 83]"
1180,"[70, 46, 8, 104, 61]"
1181,"[22, 64, 36, 67, 53]"
1182,"[25, 7, 71, 21, 48]"
1183,"[42, 21, 28, 106, 100]"
1184,"[57, 100, 10, 25, 86]"
1185,"[7, 101, 33, 49, 2]"
1186,"[54, 42, 75, 57, 21]"
1187,"[2, 39, 74, 1, 60]"
1188,"[49, 74, 59, 68, 8]"
1189,"[50, 26, 72, 11, 28]"
1190,"[56, 57, 44, 7, 11]"
1191,"[63, 100, 95, 86, 99]"
1192,"[104, 28, 106, 5, 21]"
1193,"[21, 39, 47, 6, 68]"
1194,"[28, 97, 5, 26, 106]"
1195,"[17, 8, 50, 99, 7]"
1196,"[104, 60, 86, 97, 74]"
1197,"[1, 5, 11, 21, 9]"
1198,"[53, 110, 106, 77, 73]"
1199,"[5, 11, 8, 7, 21]"
1200,"[28, 83, 11, 41, 36]"
1201,"[52, 8, 67, 57, 5]"
1202,"[60, 62, 71, 46, 39]"
1203,"[68, 7, 22, 93, 28]"
1204,"[72, 31, 28, 106, 14]"
1205,"[5, 18, 39, 11, 7]"
1206,"[75, 31, 46, 26, 99]"
1207,"[25, 71, 44, 7, 68]"
1208,"[21, 85, 47, 44, 16]"
1209,"[49, 68, 4, 93, 75]"
1210,"[39, 47, 25, 50, 8]"
1211,"[3, 89, 7, 8, 50]"
1212,"[73, 106, 32, 74, 102]"
1213,"[93, 42, 103, 27, 21]"
1214,"[62, 28, 11, 112, 73]"
1215,"[69, 112, 12, 74, 26]"
1216,"[75, 8, 21, 100, 97]"
1217,"[62, 21, 101, 104, 12]"
1218,"[22, 77, 16, 39, 30]"
1219,"[96, 3, 7, 74, 94]"
1220,"[32, 47, 20, 104, 65]"
1221,"[72, 38, 37, 39, 60]"
1222,"[68, 105, 75, 99, 19]"
1223,"[1, 51, 21, 84, 27]"
1224,"[60, 104, 25, 112, 8]"
1225,"[5, 25, 106, 42, 82]"
1226,"[25, 104, 44, 11, 100]"
1227,"[85, 21, 107, 6, 112]"
1228,"[75, 87, 36, 23, 81]"
1229,"[72, 2, 14, 112, 16]"
1230,"[105, 11, 93, 80, 73]"
1231,"[98, 21, 50, 44, 39]"
1232,"[106, 90, 42, 76, 69]"
1233,"[76, 41, 28, 31, 20]"
1234,"[21, 28, 112, 71, 81]"
1235,"[62, 54, 21, 34, 30]"
1236,"[63, 87, 1, 27, 11]"
1237,"[12, 11, 49, 5, 30]"
1238,"[20, 54, 17, 35, 97]"
1239,"[102, 42, 21, 57, 22]"
1240,"[104, 86, 72, 34, 7]"
1241,"[112, 9, 11, 62, 42]"
1242,"[5, 11, 72, 71, 16]"
1243,"[96, 39, 2, 11, 112]"
1244,"[11, 100, 112, 32, 21]"
1245,"[59, 101, 104, 7, 100]"
1246,"[100, 19, 39, 107, 105]"
1247,"[46, 1, 107, 87, 100]"
1248,"[36, 62, 106, 78, 86]"
1249,"[10, 98, 100, 83, 106]"
1250,"[21, 100, 1, 83, 11]"
1251,"[42, 85, 28, 3, 11]"
1252,"[57, 74, 100, 5, 72]"
1253,"[6, 11, 39, 50, 100]"
1254,"[107, 11, 2, 86, 4]"
1255,"[110, 7, 86, 73, 109]"
1256,"[53, 15, 14, 70, 21]"
1257,"[44, 74, 37, 42, 21]"
1258,"[85, 7, 21, 95, 44]"
1259,"[2, 50, 26, 35, 11]"
1260,"[35, 101, 8, 104, 14]"
1261,"[16, 13, 21, 67, 7]"
1262,"[86, 71, 42, 21, 10]"
1263,"[37, 35, 44, 9, 73]"
1264,"[11, 71, 21, 55, 42]"
1265,"[51, 84, 14, 1, 46]"
1266,"[73, 26, 104, 20, 42]"
1267,"[42, 62, 72, 87, 74]"
1268,"[5, 97, 86, 44, 1]"
1269,"[97, 21, 5, 50, 72]"
1270,"[53, 75, 44, 106, 40]"
1271,"[74, 28, 63, 16, 112]"
1272,"[54, 5, 14, 39, 98]"
1273,"[69, 11, 62, 3, 8]"
1274,"[7, 74, 42, 68, 51]"
1275,"[13, 7, 100, 25, 1]"
1276,"[53, 25, 104, 95, 9]"
1277,"[101, 21, 26, 93, 100]"
1278,"[2, 63, 102, 49, 68]"
1279,"[10, 20, 107, 74, 85]"
1280,"[28, 35, 27, 39, 2]"
1281,"[70, 17, 104, 30, 100]"
1282,"[9, 67, 99, 38, 16]"
1283,"[35, 82, 102, 21, 74]"
1284,"[80, 59, 35, 99, 26]"
1285,"[11, 36, 1, 26, 2]"
1286,"[93, 112, 72, 71, 7]"
1287,"[85, 34, 62, 44, 74]"
1288,"[25, 16, 73, 110, 80]"
1289,"[1, 86, 39, 16, 100]"
1290,"[74, 2, 21, 9, 104]"
1291,"[57, 28, 67, 46, 5]"
1292,"[110, 65, 19, 51, 5]"
1293,"[106, 26, 71, 50, 25]"
1294,"[5, 28, 1, 2, 11]"
1295,"[91, 96, 60, 16, 74]"
1296,"[2, 79, 106, 33, 8]"
1297,"[5, 49, 21, 7, 16]"
1298,"[67, 40, 51, 33, 11]"
1299,"[39, 26, 42, 8, 11]"
1300,"[67, 61, 11, 75, 62]"
1301,"[86, 97, 1, 3, 74]"
1302,"[93, 63, 45, 70, 47]"
1303,"[39, 5, 106, 85, 11]"
1304,"[2, 50, 99, 51, 63]"
1305,"[7, 85, 28, 11, 72]"
1306,"[32, 112, 53, 7, 21]"
1307,"[60, 32, 84, 95, 43]"
1308,"[7, 93, 104, 5, 11]"
1309,"[74, 28, 97, 82, 33]"
1310,"[15, 14, 30, 34, 12]"
1311,"[74, 39, 79, 86, 48]"
1312,"[9, 21, 37, 1, 49]"
1313,"[62, 21, 11, 8, 100]"
1314,"[90, 36, 16, 112, 41]"
1315,"[41, 21, 36, 59, 22]"
1316,"[72, 21, 14, 27, 112]"
1317,"[97, 21, 41, 101, 5]"
1318,"[67, 11, 62, 104, 7]"
1319,"[89, 112, 20, 56, 102]"
1320,"[74, 93, 2, 73, 76]"
1321,"[17, 6, 1, 71, 68]"
1322,"[43, 21, 99, 8, 54]"
1323,"[84, 104, 25, 3, 18]"
1324,"[7, 11, 72, 69, 50]"
1325,"[15, 54, 18, 13, 3]"
1326,"[44, 7, 11, 61, 5]"
1327,"[15, 44, 71, 39, 4]"
1328,"[28, 30, 14, 31, 1]"
1329,"[1, 97, 84, 94, 88]"
1330,"[9, 11, 30, 74, 111]"
1331,"[1, 112, 69, 46, 25]"
1332,"[8, 70, 73, 42, 9]"
1333,"[99, 67, 72, 60, 36]"
1334,"[2, 50, 1, 21, 40]"
1335,"[9, 44, 39, 60, 90]"
1336,"[40, 23, 26, 73, 62]"
1337,"[22, 73, 51, 33, 27]"
1338,"[78, 25, 39, 28, 32]"
1339,"[74, 25, 21, 72, 86]"
1340,"[47, 30, 74, 63, 32]"
1341,"[18, 68, 104, 62, 11]"
1342,"[109, 8, 20, 14, 40]"
1343,"[26, 47, 2, 11, 106]"
1344,"[19, 101, 75, 12, 72]"
1345,"[28, 39, 106, 86, 9]"
1346,"[67, 46, 9, 8, 5]"
1347,"[86, 10, 30, 69, 22]"
1348,"[85, 36, 8, 49, 105]"
1349,"[76, 112, 97, 8, 39]"
1350,"[8, 101, 23, 33, 59]"
1351,"[5, 72, 11, 28, 75]"
1352,"[72, 20, 57, 32, 21]"
1353,"[44, 75, 39, 36, 49]"
1354,"[8, 28, 3, 4, 79]"
1355,"[73, 35, 41, 7, 83]"
1356,"[74, 86, 8, 38, 7]"
1357,"[3, 72, 85, 39, 97]"
1358,"[18, 97, 7, 10, 87]"
1359,"[25, 64, 73, 61, 83]"
1360,"[100, 55, 47, 50, 21]"
1361,"[23, 11, 86, 67, 39]"
1362,"[36, 106, 41, 53, 26]"
1363,"[85, 57, 101, 106, 42]"
